name,code,hex,detail_block,accent_friends,trim_friends,url
"INDIANA CLAY","PPG1195-6","#E88A5B","PPG1195-6
Indiana Clay is a deep, pure, autumnal orange with a pumpkin spice undertone. It is a perfect paint color for an exercise room. Pair it with stainless steel elements.
R: 232 G: 138 B: 91 LRV: 35
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/indiana-clay"
"CHINESE LANTERN","PPG1196-6","#F09056","PPG1196-6
Chinese Lantern is a deep, pure, carrot orange with a peach undertone. It is a perfect paint color for any space with little natural light. Pair it with darker décor add depth.
R: 240 G: 144 B: 86 LRV: 37
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/chinese-lantern"
"FALL LEAF","PPG1197-6","#F69A54","PPG1197-6
Fall Leaf is a deep, pure, tangerine orange with a sherbet undertone. It is a perfect paint color for a game room. Pair it with stainless steel accessories.
R: 246 G: 154 B: 84 LRV: 41
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/fall-leaf"
"GOLDFISH","PPG1203-6","#F2AD62","PPG1203-6
Goldfish is a deep, pure, candy corn orange with a golden sunshine undertone. It is a perfect paint color for a kitchen. Pair it with colorful graphic prints.
R: 242 G: 173 B: 98 LRV: 47
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/goldfish"
"POLO PONY","PPG1202-6","#D09258","PPG1202-6
Polo Pony is a deep, bright, golden orange with a honey-yellow undertone. It is a perfect paint color for a dining room or powder room. Pair it with deep toned woods and sultry lighting for extra appeal.
R: 208 G: 146 B: 88 LRV: 33
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/polo-pony"
"BROOMSTICK","PPG16-19","#C68B5A","PPG16-19
Broomstick is a deep, bright, golden orange with a honey-yellow undertone. It is a perfect paint color for a powder room or stunning accent wall. Pair it with deep toned woods.
R: 198 G: 139 B: 90 LRV: 30
Free color swatches available in 4""x4"" or 8""x8"" sizes
ACCENT
TRIM & CEILING","THIN ICE (PPG1001-3); FLAGSTONE (PPG1001-4)","DELICATE WHITE (PPG1001-1); ARIA (PPG1001-2)","https://www.ppgpaints.com/color/color-families/oranges/broomstick"
"GINGERBREAD","PPG1201-6","#CC8149","PPG1201-6
Gingerbread is a deep, bright, candy corn orange with a golden sunshine undertone. It is a perfect paint color for a bedroom or a dining room. Pair it with deep woods and leather.
R: 204 G: 129 B: 73 LRV: 28
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/gingerbread"
"CAZUELA","PPG17-23","#D07D4D","PPG17-23
Cazuela is a deep, bright, candy corn orange with a golden sunshine undertone. It is a perfect paint color for a bedroom. Pair it with dark wood décor and creams.
R: 208 G: 125 B: 77 LRV: 27
Free color swatches available in 4""x4"" or 8""x8"" sizes
ACCENT
TRIM & CEILING","THIN ICE (PPG1001-3); FLAGSTONE (PPG1001-4)","DELICATE WHITE (PPG1001-1); ARIA (PPG1001-2)","https://www.ppgpaints.com/color/color-families/oranges/cazuela"
"TIGER TAIL","PPG1198-6","#CE7639","PPG1198-6
Tiger Tail is a deep, bright, tangerine orange with a sherbet undertone. It is a perfect paint color for an accent wall, game room or family space. Pair it with off-white trim.
R: 206 G: 118 B: 57 LRV: 25
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/tiger-tail"
"GINGER ROOT","PPG1200-6","#C17444","PPG1200-6
Ginger Root is a deep, bright, carrot orange with a peach undertone. It is a perfect paint color for an accent wall. Pair it with off-white trim.
R: 193 G: 116 B: 68 LRV: 23
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/ginger-root"
"BROWN CLAY","PPG1199-6","#C37C59","PPG1199-6
Brown Clay is a deep, bright, autumnal orange with a pumpkin spice undertone. It is a perfect paint color for a man-cave or media room. Pair it with accents of rusty red and sage greens.
R: 195 G: 124 B: 89 LRV: 26
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/brown-clay"
"CAJUN SPICE","PPG1191-6","#C3705F","PPG1191-6
Cajun Spice is a deep, bright, apricot orange with a cinnamon undertone. It is a perfect paint color for an accent wall. Pair it with earthy sage tones and darker wood tones.
R: 195 G: 112 B: 95 LRV: 23
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/cajun-spice"
"CRUSHED CINNAMON","PPG1063-6","#B7735E","PPG1063-6
Crushed Cinnamon is a deep, muted, apricot orange with a cinnamon undertone. It is a perfect paint color for a glowing accent wall. Pair it with deep mysterious blues for contrast.

This color is also part of our Harmony collection (PPG16-28).
R: 183 G: 115 B: 94 LRV: 21
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/crushed-cinnamon"
"COPPER BEECH","PPG1067-5","#B1715A","PPG1067-5
Copper Beech is a saturated, subdued, teddy bear orange with a taupe undertone. It is a perfect paint color for an accent wall. Pair it with sage green or pale yellow walls for contrast.
R: 177 G: 113 B: 90 LRV: 21
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/copper-beech"
"NUTMEG","PPG1068-6","#A8715A","PPG1068-6
Nutmeg is a deep, muted, rusty orange with a copper undertone. It is a perfect paint color for main walls. Pair it with lighter woods and light cream accents.
R: 168 G: 113 B: 90 LRV: 20
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/nutmeg"
"FOXFIRE BROWN","PPG1069-6","#9F6949","PPG1069-6
Foxfire Brown is a deep, muted, autumnal orange with a pumpkin spice undertone. It is a perfect paint color for an accent wall. Pair it with aquas for an updated appeal.
R: 159 G: 105 B: 73 LRV: 17
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/foxfire-brown"
"CHAPARRAL","PPG16-22","#A76C40","PPG16-22
Chaparral is a deep, muted, carrot orange with a peach undertone. It is a perfect paint color for an accent for a game room or dining room. Pair it with golds and darker browns.
R: 167 G: 108 B: 64 LRV: 18
Free color swatches available in 4""x4"" or 8""x8"" sizes
ACCENT
TRIM & CEILING","THIN ICE (PPG1001-3); FLAGSTONE (PPG1001-4)","DELICATE WHITE (PPG1001-1); ARIA (PPG1001-2)","https://www.ppgpaints.com/color/color-families/oranges/chaparral"
"GINGER SPICE","PPG1070-6","#A66E49","PPG1070-6
Ginger Spice is a deep, muted, carrot orange with a peach undertone. It is a perfect paint color for an accent for a game room or dining room. Pair it with golds and trim with darker browns.
R: 166 G: 110 B: 73 LRV: 19
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/ginger-spice"
"FRESH PRALINE","PPG16-21","#B07447","PPG16-21
Fresh Praline is a deep, muted, tangerine orange with a sherbet undertone. It is a perfect paint color for a dining room or kitchen. Pair it with deep dark wood accents.
R: 176 G: 116 B: 71 LRV: 21
Free color swatches available in 4""x4"" or 8""x8"" sizes
ACCENT
TRIM & CEILING","THIN ICE (PPG1001-3); FLAGSTONE (PPG1001-4)","DELICATE WHITE (PPG1001-1); ARIA (PPG1001-2)","https://www.ppgpaints.com/color/color-families/oranges/fresh-praline"
"COWBOY HAT","PPG1082-6","#B27D50","PPG1082-6
Cowboy Hat is a deep, muted, tangerine orange with a sherbet undertone. It is a perfect paint color for a dining room. Pair it with deep dark wood accents and golden colors to harmonize your space.
R: 178 G: 125 B: 80 LRV: 24
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/cowboy-hat"
"BRONCO BROWN","PPG15-03","#AE8661","PPG15-03
Bronco Brown is a deep, muted, candy corn orange with a golden sunshine undertone. It is a perfect paint color for a bedroom. Pair it with deep toned woods.
R: 174 G: 134 B: 97 LRV: 25
Free color swatches available in 4""x4"" or 8""x8"" sizes
ACCENT
TRIM & CEILING","THIN ICE (PPG1001-3); FLAGSTONE (PPG1001-4)","DELICATE WHITE (PPG1001-1); ARIA (PPG1001-2)","https://www.ppgpaints.com/color/color-families/oranges/bronco-brown"
"CARAMEL KISS","PPG1083-6","#B08A61","PPG1083-6
Caramel Kiss is a deep, muted, candy corn orange with a golden sunshine undertone. It is a perfect paint color for a bedroom. Pair it with deep toned or honeyed woods.
R: 176 G: 138 B: 97 LRV: 27
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/caramel-kiss"
"TREASURE HUNT","PPG16-16","#A9805D","PPG16-16
Treasure Hunt is a deep, subdued, cappuccino orange with a coconut fiber undertone. It is a perfect paint color for an accent wall. Pair it with lighter tans and dusty sage green or subdued blue.
R: 169 G: 128 B: 93 LRV: 24
Free color swatches available in 4""x4"" or 8""x8"" sizes
ACCENT
TRIM & CEILING","THIN ICE (PPG1001-3); FLAGSTONE (PPG1001-4)","DELICATE WHITE (PPG1001-1); ARIA (PPG1001-2)","https://www.ppgpaints.com/color/color-families/oranges/treasure-hunt"
"CINNAMON CRUNCH","PPG1080-6","#A37D5A","PPG1080-6
Cinnamon Crunch is a deep, subdued, cappuccino orange with a coconut fiber undertone. It is a perfect paint color for an accent behind a brick fireplace. Pair it with a brick fireplace.
R: 163 G: 125 B: 90 LRV: 23
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/cinnamon-crunch"
"RED ROCK FALLS","PPG16-06","#A27253","PPG16-06
Red Rock Falls is a deep, subdued, brown sugar orange with a gingerbread undertone. It is a perfect paint color for a romantic bedroom accent wall. Pair it with deep toned woods and limestone.
R: 162 G: 114 B: 83 LRV: 20
Free color swatches available in 4""x4"" or 8""x8"" sizes
ACCENT
TRIM & CEILING","THIN ICE (PPG1001-3); FLAGSTONE (PPG1001-4)","DELICATE WHITE (PPG1001-1); ARIA (PPG1001-2)","https://www.ppgpaints.com/color/color-families/oranges/red-rock-falls"
"CINNAMON TWIST","PPG1081-6","#9F7250","PPG1081-6
Cinnamon Twist is a deep, subdued, brown sugar orange with a gingerbread undertone. It is a perfect paint color for a romantic bedroom accent wall or a powder room. Pair it with deep toned wood.
R: 159 G: 114 B: 80 LRV: 19
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/cinnamon-twist"
"SOUTHERN WOOD","PPG16-07","#9D6F59","PPG16-07
Southern Wood is a deep, subdued, tree bark beige with a cocoa brown undertone. It is a perfect paint color for a bedroom accent wall. Pair it with soft sage greens.
R: 157 G: 111 B: 89 LRV: 19
Free color swatches available in 4""x4"" or 8""x8"" sizes
ACCENT
TRIM & CEILING","THIN ICE (PPG1001-3); FLAGSTONE (PPG1001-4)","DELICATE WHITE (PPG1001-1); ARIA (PPG1001-2)","https://www.ppgpaints.com/color/color-families/beiges/southern-wood"
"PRAIRIE FIRE","PPG1071-6","#996E5A","PPG1071-6
Prairie Fire is a deep, subdued, tree bark beige with a cocoa brown undertone. It is a perfect paint color for a bedroom accent wall. Pair it with neutral blues and soft sage greens.
R: 153 G: 110 B: 90 LRV: 19
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/beiges/prairie-fire"
"AMARETTO","PPG1066-6","#AB6F60","PPG1066-6
Amaretto is a deep, subdued, ginger orange with a persimmon undertone. It is a perfect paint color for a dining room, living room, or bedroom. Pair it with light cream trim.
R: 171 G: 111 B: 96 LRV: 21
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/amaretto"
"CINNABAR","PPG1065-6","#AE6456","PPG1065-6
Cinnabar is a deep, subdued, earthy orange with a dusty pink undertone. It is a perfect paint color for an earthy dining room. Pair it with darker wood tones.
R: 174 G: 100 B: 86 LRV: 19
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/cinnabar"
"APPLE BROWN BETTY","PPG1062-6","#9C6757","PPG1062-6
Apple Brown Betty is a deep, shaded, ginger orange with a persimmon undertone. It is a perfect paint color for an interior accent wall or man-cave. Pair it with warm earthy leathers and bright vibrant art for a fun space.
R: 156 G: 103 B: 87 LRV: 17
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/apple-brown-betty"
"WARM UP","PPG1067-6","#9E6654","PPG1067-6
Warm Up is a deep, subdued, teddy bear orange with a taupe undertone. It is a perfect paint color for an inviting front door. Pair it with lighter cream trim.
R: 158 G: 102 B: 84 LRV: 17
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/warm-up"
"SAFARI BROWN","PPG1061-6","#976C60","PPG1061-6
Safari Brown is a deep, shaded, earthy orange with a dusty pink undertone. It is a perfect paint color for an accent wall in a bedroom or all the walls for a man-cave or Mediterranean-style wine room. Pair it with grapevine greens, oranges and golds.
R: 151 G: 108 B: 96 LRV: 17
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/safari-brown"
"SUEDE LEATHER","PPG1072-6","#896757","PPG1072-6
Suede Leather is a deep, shaded, teddy bear beige with a taupe undertone. It is a perfect paint color for an entry or living space. Pair it with honeyed woods or deep mahoganies.
Comparable to:
Toast Brown     80YR 16/193
R: 137 G: 103 B: 87 LRV: 15
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/beiges/suede-leather"
"CARAVEL BROWN","PPG1079-6","#8C6E54","PPG1079-6
Caravel Brown is a deep, shaded, brown sugar beige with a gingerbread undertone. It is a perfect paint color for an accent wall or the exterior of your home. Pair it with lighter caramel tans on surrounding walls or forest greens for an exterior.
Comparable to:
New Bedford Brown     00YY 16/201
R: 140 G: 110 B: 84 LRV: 17
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/beiges/caravel-brown"
"COCOA PECAN","PPG1084-6","#967B5D","PPG1084-6
Cocoa Pecan is a deep, shaded, cappuccino beige with a coconut fiber undertone. It is a perfect paint color for an accent wall in a study or all the walls of a man-cave. Pair it with deeper brown, forest green or black trim.
R: 150 G: 123 B: 93 LRV: 21
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/beiges/cocoa-pecan"
"COCOA DELIGHT","PPG1078-6","#8D725A","PPG1078-6
Cocoa Delight is a deep, neutral, cappuccino beige with a coconut fiber undertone. It is a perfect paint color to warm up a room as an accent wall. Pair it with a warm stone fireplace.
R: 141 G: 114 B: 90 LRV: 18
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/beiges/cocoa-delight"
"SALTED PRETZEL","PPG1077-6","#816B56","PPG1077-6
Salted Pretzel is a deep, neutral, brown sugar beige with a gingerbread undertone. It is a perfect paint color for an accent wall behind a stone fireplace or book cases. Pair it with soft neutral tan surrounding walls.
R: 129 G: 107 B: 86 LRV: 16
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/beiges/salted-pretzel"
"CHOCOLATE RIPPLE","PPG1078-7","#76604E","PPG1078-7
Chocolate Ripple is a dark, neutral, cappuccino brown with a coconut fiber undertone. It is a perfect paint color for an accent wall, behind book cases or to give structure to an art wall. Pair it with warm tans as surrounding walls.
R: 118 G: 96 B: 78 LRV: 13
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/beiges/chocolate-ripple"
"POPPY PODS","PPG1075-6","#736157","PPG1075-6
Poppy Pods is a deep, neutral, teddy bear beige with a taupe undertone. It is a perfect paint color for your main exterior or trim. Pair it with dusty sage green main exterior color for extra curb appeal.
R: 115 G: 97 B: 87 LRV: 13
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/poppy-pods"
"WARRIOR","PPG1076-6","#7D685B","PPG1076-6
Warrior is a deep, neutral, tree bark beige with a cocoa brown undertone. It is a perfect paint color for an accent wall. Pair it with golden neutral colors for contrast.
R: 125 G: 104 B: 91 LRV: 15
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/warrior"
"WOODCHUCK","PPG1016-6","#8E746C","PPG1016-6
Woodchuck is a deep, neutral, earthy orange with a dusty pink undertone. It is a perfect paint color for an elegant accent wall. Pair it with light rose walls.
R: 142 G: 116 B: 108 LRV: 19
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/woodchuck"
"DERBY BROWN","PPG1073-6","#8A7265","PPG1073-6
Derby Brown is a deep, neutral, ginger beige with a persimmon undertone. It is a perfect paint color for a bedroom or dressing room. Pair it with neutral trim for a soft and sultry room.
R: 138 G: 114 B: 101 LRV: 18
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/beiges/derby-brown"
"WICKER BASKET","PPG1020-6","#847567","PPG1020-6
Wicker Basket is a deep, gray, earthy beige with a dusty pink undertone. It is a perfect paint color for an accent wall or cozy man cave. Pair it with lighter neutrals on the adjoining walls.
R: 132 G: 117 B: 103 LRV: 18
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/wicker-basket"
"PORTABELLA","PPG15-32","#8B7867","PPG15-32
Portabella is a saturated, gray, ginger beige with a persimmon undertone. It is a perfect paint color for a bedroom accent wall or for the exterior of your home. Pair it with creamy trim.
R: 139 G: 120 B: 103 LRV: 20
Free color swatches available in 4""x4"" or 8""x8"" sizes
ACCENT
TRIM & CEILING","THIN ICE (PPG1001-3); FLAGSTONE (PPG1001-4)","DELICATE WHITE (PPG1001-1); ARIA (PPG1001-2)","https://www.ppgpaints.com/color/color-families/neutrals/portabella"
"THUNDERBIRD","PPG1021-5","#8C7B6C","PPG1021-5
Thunderbird is a saturated, gray, ginger beige with a persimmon undertone. It is a perfect paint color for a bedroom accent wall or for the exterior of your home. Pair it with black or creamy trim.
R: 140 G: 123 B: 108 LRV: 21
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/thunderbird"
"GHOST SHIP","PPG15-20","#887B6E","PPG15-20
Ghost Ship is a saturated, gray, ginger beige with a persimmon undertone. It is a perfect paint color for a bedroom accent wall or for the exterior of your home. Pair it with black.
R: 136 G: 123 B: 110 LRV: 20
Free color swatches available in 4""x4"" or 8""x8"" sizes
ACCENT
TRIM & CEILING","THIN ICE (PPG1001-3); FLAGSTONE (PPG1001-4)","DELICATE WHITE (PPG1001-1); ARIA (PPG1001-2)","https://www.ppgpaints.com/color/color-families/neutrals/ghost-ship"
"COOL CHARCOAL","PPG1007-6","#807B76","PPG1007-6
Cool Charcoal is a deep, gray, brown sugar greige with a gingerbread undertone. It is a perfect paint color for the exterior of your home. Pair it with white or black trim.
R: 128 G: 123 B: 118 LRV: 20
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/cool-charcoal"
"DECONSTRUCTION","PPG1006-6","#7B736B","PPG1006-6
Deconstruction is a deep, warm, tree bark gray with a cocoa brown undertone. It is a perfect paint color for the exterior of your home. Pair it with exterior stonework and black or lighter trim.
R: 123 G: 115 B: 107 LRV: 17
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/deconstruction"
"ARTILLERY","PPG1008-6","#746F67","PPG1008-6
Artillery is a deep, gray, cappuccino greige with a coconut fiber undertone. It is a perfect paint color for the exterior of your home, a low-light accent wall or cabinetry for a kitchen or bath. Pair it with light gray to balance this deep color.
R: 116 G: 111 B: 103 LRV: 16
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/artillery"
"GRANITE","PPG1022-6","#746A5E","PPG1022-6
Granite is a deep, gray, teddy bear beige with a taupe undertone. It is a perfect paint color for exterior door or trim, an accent wall in a bathroom or in a kitchen. Pair it with natural stone tile.
R: 116 G: 106 B: 94 LRV: 14
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/granite"
"CURLEW","PPG1021-6","#766859","PPG1021-6
Curlew is a deep, gray, ginger beige with a persimmon undertone. It is a perfect paint color for a stunning accent wall. Pair it with lighter greige neutral colors for contrast. 

This color is also part of our Harmony collection (PPG15-21).
R: 118 G: 104 B: 89 LRV: 14
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/curlew"
